Index,Episode_Num,Episode_Name,Arc_Num,Arc_Name,Speaker,Section,Scene,Category,Character,Line
11,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,I'm our second sponsor. 
12,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,(laughter) 
13,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,"Thanks, Sam! "
14,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,"No. Welcome, new viewers. Every week-- or many weeks, I am charged with writing the ad for the sponsor of that week. I did this one way back in mid-December, so it'll feel a little stale. "
15,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,(laughter) 
16,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,Sorry. I didn't have time to write a new one. 
17,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,"Apologies to our sponsor. But our second sponsor tonight is Backblaze. They offer unlimited cloud backup for Macs and PCs. You can restore from the web or via hard drive. They'll even overnight FedEx a drive to you, and because it's Christmas season, I wrote this. 'Twas the night before Critmas when I clicked on my mouse, but the drive wasn't whirring; it had said 'Adi-ouse'. When up from the cloud there arose such a sight, I knew in a flash that my shit was all right. As I spat out my plate of cold chicken kiev, down my chimney came a weird little elf named Lev. I said, ""Whoa, whoa, whoa, how'd you get in my place?"" Lev gave me a wink and punched me in the face. And suddenly he fired up a pipe and started to restore my computer from a backup he carted. My documents, like slash fiction from My Little Pony. My photos, like me naked, covered in bologna. He mumbled that you can get backed up at once for a merry little fee of $5 a month-s. You even get 15 days free if you scroll over to backblaze.com/criticalrole. And just like that, my computer was on. Lev greased up his body, and bam, he was gone. But I heard him exclaim, ""Peace out, yo, whassup! Happy Backblaze to all, don't forget to back up!"" (cheering) "
18,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,"I'll write another one for Easter, I promise. "
19,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,(laughter) 
20,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"Thank you, Sam. So thank you, Backblaze. "
21,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,Happy to have you for our sponsor tonight as well. 
22,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"Also, as a heads-up, we've had our friends at Wyrmwood for a while have been awesomely providing Wyrmwood dice boxes and dice trays and dice towers to give away to people in the community. They have new boxes for all the players in the new campaign. "
23,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,And they have been working on something for a while for us to kick off the new campaign. They made us a new table. If we can go to a camera view of this table they made for the campaign. 
24,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,(cheering) 
25,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"It's made out of English brown oak, the center Critical Role inlay is made of ash burl, is the background, and then rosewood for the d20 outline, wenge for the Critical Role words themselves, and silver stringing around the border. It was built by hand in their Massachusetts office and workshop, and it was hand-rubbed oil on a wax finish. Over a hundred hours were put into this table. They did an incredible job, and we're super honored to have that here, and thank you guys for showing such an awesome appreciation for what we do. "
26,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,It smells really nice. 
27,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,We have cubbies! 
28,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,"It smells like wood in the studio, like fresh wood. "
29,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,"And, when we get canceled, this is going to be a great dining room table. "
30,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"This is true! Thank you guys, Wyrmwood. If you aren't familiar with any of their stuff, go to wyrmwoodgaming.com, that's W-Y-R-M-wood Gaming dot com. They do awesome work. It's really super high-quality, it's great. So thank you guys. All right, so. Let's see. Updates we can get through. "
31,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"Laura, do you have an update for merch stuff in the new year? "
32,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,"(yells) Okay. Yes, I do. It's a new campaign, new us, new merch. I don't know which camera I'm looking at. "
33,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,That one. 
34,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,"So we released our teaser on socials, and everybody was like, ""I want that as a poster!"" So we listened to you, and we made it a poster! (cheering) "
35,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,It's a real poster? 
36,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,It's a real poster! 
37,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,"Oh, wow! "
38,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,"Look at this lameness that you could have on your wall! So yeah. It's in the store right now, you guys, and we printed a small amount, so those ones will be shipped faster, and then after that it'll just be pre-order, but I think it's all listed as pre-order, so just so you know. "
39,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,Can you photoshop out my crotch region? 
40,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,No. 
41,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,TALIESIN,Pre-Show,0,Out of Game,,"That would be a lot of photoshop, man. "
42,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"None of us have that much talent in post, Sam. "
43,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,But let's just talk about this Matthew Mercer. 
44,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"Let's not talk about what I-- when I put that outfit on, I did not consider quite the permeation in my life it would become. So there's that. "
45,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,So we can be with you always. Matt can stare at you while you sleep. 
46,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LIAM,Pre-Show,0,Out of Game,,That's actually how Purvon dressed. 
47,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,God damn it. 
48,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,TALIESIN,Pre-Show,0,Out of Game,,"Hey, first throwback! Well done. "
49,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,"Oh yeah. We've got to be careful, guys, because we have a lot of people that haven't watched the last campaign, or haven't finished the last campaign, so no spoilers for last campaign. "
50,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,I don't really remember it. 
51,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,TRAVIS,Pre-Show,0,Out of Game,,"Well, we all died, so. "
52,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"That's true, yeah. Okay, next announcements: the Critical Role podcast we have currently up to date. All of Vox Machina's story, the whole first campaign, is now on the podcast. You can find it where the finest podcasts are downloaded. And do we have an update as far as the release schedule for this podcast? "
53,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,"Yes, we do. They will be releasing one week after we are live. We'll be one week behind. "
54,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,On a Thursday? 
55,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,They will be releasing on Thursdays the week after. 
56,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,"Oh, so you can listen to it in the morning and watch it live at night. If you have a lot of free time. Or a really long drive, maybe. "
57,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,An extra eight hours to spend every Thursday. 
58,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"To be fair, you guys would have about as much free time on a Thursday as I would. Cool, so look forward to that. Comic book, issue four of Critical Role: Vox Machina Origins, Liam, when does that come out? "
59,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LIAM,Pre-Show,0,Out of Game,,It is coming out on the 24th of this month. 
60,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,TRAVIS,Pre-Show,0,Out of Game,,"Oh, make it sooner! "
61,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LIAM,Pre-Show,0,Out of Game,,"I've read it. It's so good, it's real good, it's so good. You guys, Vox Machina's story ended at this table, but it is going to live on and on and on-- at least for three more issues. "
62,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,Thank you very much. 
63,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,TRAVIS,Pre-Show,0,Out of Game,,Check it out everywhere. 
64,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LIAM,Pre-Show,0,Out of Game,,"Yeah, on Zune, on PalmPilot. Darkhorse app, Comixology, Limewire, finally. "
65,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,Napster. 
66,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,I'm going to throw up. 
67,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"That's okay, guys, we've got a couple more things left. Thank you for hanging in there. As far as con appearances go, I actually fly tomorrow to Miami, Florida for Paradise City Comic Con. "
68,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"I'll be there tomorrow until Sunday. If you guys are in the area, come say hi at the convention. It should be fun. I have panels and signings and stuff. Hopefully see you there. Also, I'll be at Lexington Comic and Toy Con in Lexington, Kentucky, March 9-11, Otafest in Calgary, May 18-20, and A-Kon in Texas, June 7-10. "
69,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,ASHLEY,Pre-Show,0,Out of Game,,"Jeez Louise, Matt. "
70,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,"We have Emerald City Comic Con, me and Travis. "
71,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,TRAVIS,Pre-Show,0,Out of Game,,First weekend of March. 
72,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"Badass. Cool. All right, so. Paring it down, finishing it up here. Thank you for your patience. "
73,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"With the new campaign, I want to renew our appreciation for and make sure that we push to you guys that we, from the very beginning, have been supporting a really amazing charity called 826, 826LA being our local chapter. They have 826 groups all over the United States that they do after-school creative writing, and a lot of great creative classes for children who are either underprivileged or don't have opportunities to go to these types of classes. They do wonderful, wonderful work, and we've been supporting them from the very beginning, and we're just doubling down on that for this new campaign. You guys as a community have been fantastic in supporting them, and all the charities that we've supported from the very beginning. Critmas every year has been a very prime example of that, so I just wanted to continue to push that forward, share the love, and a big thank-you to 826 for being such an amazing source of creative drive for so many young kids who normally wouldn't have that opportunity. So you guys are amazing, and show them your appreciation if you can. "
74,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,(cheering) 
75,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"Final shout-outs. One, thank you to Ian Phillips of Iron Tusk Painting, who has painted the miniatures for this campaign. "
76,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,(cheering) 
77,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"He actually painted me and Marisha's cake toppers for our wedding, and whenever you manage to see them in the campaign, you can know that it's his handiwork. Soon enough. "
78,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,ASHLEY,Pre-Show,0,Out of Game,,"Also, fun fact about Ian Phillips: I grew up with him. He was one of my brother's best friends when we first moved out here to LA, and so when that name was floating around, I was like, wait a minute. And then we reconnected back on Instagram. It's such a crazy story. You know, Critical Role brings it all back around. "
79,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,ASHLEY,Pre-Show,0,Out of Game,,(laughter) 
80,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"I love it. So you can follow him, @PaintingTusk on Twitter. "
81,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LIAM,Pre-Show,0,Out of Game,,I've had him paint 20 to 30-- I'm kind of addicted-- 20 to 30 miniatures. They're amazing. 
82,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LIAM,Pre-Show,0,Out of Game,,He's amazing at what he does. 
83,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"And final thank-yous to Warner Bros and Monolith Entertainment for letting us incorporate the Shadow of War soundtrack into our Critical Role soundtrack here on the air, so those will be coming into the new campaign. And, super excited, CD Projekt Red has been nice enough to allow us use of the Witcher series soundtrack to also incorporate into the campaign, which, honestly, when we started playing at home, the Witcher soundtrack was most of my music, and I couldn't use it when we started streaming, and so it's been a cool full-circle to be able to bring it back in. "
84,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"Plus it brings a unique flavor that works with the new campaign setting, so. "
85,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"With that, I believe our announcements are done. "
86,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,Thank you for bearing with us. 
87,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,"Wait, we're going to give-- oh, that's-- "
88,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,Afterwards. 
89,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,There's one more announcement. 
90,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,Our announcement is our brand-new opening title sequence. Which I think we're ready for. 
91,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"So, as we bring it down, guys, let's go ahead and prepare to dive in to the new year and the new campaign for this episode of Critical Role. "
92,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,(yelling) [80s music] (laughter) 
93,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,And welcome back. 
94,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,TRAVIS,Pre-Show,0,Out of Game,,That was a new level. 
95,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,We've definitely returned to the table. 
96,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,"Thank you, Sam. So. "
97,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,"Wait, super fast. We've got to go through credits. Right? Okay. So normally we don't do this, and I did this once before when we released our other opening title sequence. Yeah, 50th. So we're going to do this again. These are just people who do so much and who do not get enough love. I'm going to shout them out. Sean Becker, who's the unsung hero of Geek and Sundry, he's the executive producer. T.J. Rotell, he's our production manager around here, he makes sure that we actually have cameras. Maxwell James, our producer that makes this show go every week. Dani Carr, our production coordinator, also huge producer here. Steve Sprinkles, who directed that amazing opening title sequence. "
98,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,That's not a real name! 
99,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,"I know. I love it on the slate. It always says 'Sprinkles'. Jan-Michael Losada, who is our D.P., and is the same D.P. from last time. Tristan Savage-Tate, our first A.C. Sean Delahunt, who is our key grip. Tyler Hart, who is our gaffer, who gaffs everything around here, he's amazing. Jenny Newman, who did the amazing wardrobe. She sourced all the wardrobe. Wren Witting, who's one of our hair and makeup artists. Vanessa Marie, who is our second hair and makeup artist. Jose Sosa, who was our production assistant. Selina Ruthe-- "
100,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,That's a lot of pieces of paper! 
101,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,"I know. Selina Ruthe, who did additional photography, and she also does stuff every day. "
102,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,Why didn't you put them on the same piece of paper? 
103,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,"Because I didn't know there was going to be this many. Brandon Clark, who was our location manager. Pamela Joy, who shot all the photos for that, and Loretta Ritchert. "
104,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LAURA,Pre-Show,0,Out of Game,,"Yeah, they're with Heirloom Photography, and they did all of our thumbnails, too. They did that poster. "
105,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,ASHLEY,Pre-Show,0,Out of Game,,Go check them out on Instagram! 
106,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,"Jason Charles Miller, who does our music. "
107,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LIAM,Pre-Show,0,Out of Game,,"Party on, Garthok! "
108,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,"Sean Hudson, who does our post-production. And Andy Inglat, who edited that thing. Okay. I'm sweating a lot. "
109,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,That's okay. So. 
110,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,"What a night. Well, guys... "
111,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,TALIESIN,Pre-Show,0,Out of Game,,This has been great. 
112,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,LIAM,Pre-Show,0,Out of Game,,Holy shit. 
113,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Pre-Show,0,Out of Game,,Everyone. Everyone. 
114,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Pre-Show,0,Out of Game,,Can we open our fricking books yet? 
115,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MARISHA,Pre-Show,0,Out of Game,,Not yet. 
116,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Recap,1,Narration,,"Welcome to Wildemount. The year is 835 P.D., or post-Divergence. This continent is divided both by jagged terrain and political powers. The Menagerie Coast, a collection of city-states united under the Clovis Concord, monopolizes the southwestern shores and ports of Wildemount, thriving on open trade and cultural freedom. "
117,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Recap,1,Narration,,"Beyond the Cyrios Mountains lies the massive region known as Wynandir, bisected by the Ashkeeper Peaks. Eastern Wynandir houses the expansive wastes and turbulent badlands of Xhorhas, overrun with all manner of beasts and terrors, relics from the final battles of the Calamity that ruined that scarred landscape. "
118,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Recap,1,Narration,,"Northward, you would find the Greying Wildlands, a lawless realm harboring a curse that has kept it unconquered by human hands. However, this story begins in the territory of Western Wynandir, within the boundaries of the Dwendalian Empire. "
119,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Recap,1,Narration,,"Emerging 13 generations before, the Dwendalian Empire has slowly spread to encompass the surrounding societies of the region, absorbing the peoples of the Zemni Fields and the Marrow Valley, before finally conquering the Julous Dominion and taking the whole of Western Wynandir for the Empire. "
120,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,SAM,Recap,1,Out of Game,,There will be no test. 
121,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Recap,1,Out of Game,,No. This is-- let me continue.
122,,,,,MATT,Recap,1,Narration,,"Under the rule of the current King Bertrand Dwendal, now in his 68th year, most are left to their own devices. "
123,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Recap,1,Narration,,"You live as you did before. The crown only takes a tithe of what you produce and earn. You follow its laws, worship its gods, and bow to its installed local leadership. In return, denizens of the Empire are protected from the chaotic horrors and shadowed evils that stalk the edges of the civilized lands. This accord has led to a prosperous century for the Empire, or at least the political elite. Tensions brew beneath the chafing watch of the Crown's Guard. Every temple is government-owned and run, and worship outside the approved idolatry is met with imprisonment. "
124,E1, Campaign 2 Episode 1 Curious Beginnings ,A1,Arc 1: Come Together,MATT,Part One,1,Narration,,"Rumors of military clashes at the eastern border near Xhorhas have many common folk on edge. Our story, however, begins much smaller. Here in the southern reaches of the Marrow Valley, beyond the entry gates of the Wuyun Gorge, lies the small rural town of Trostenwald. Bordering the blue waters of the Ustaloch, this town came to prominence near the turn of this recent century, when the surrounding fertile farmlands were discovered to produce a unique type of grain and wheat, leading to a boom of breweries. When the glut subsided, three large families stood triumphant in the local business of fermented delights. Now Trostenwald thrives on their exports of fish, crops, and ale. Here in this sleepy trade stop along the Amber Road, a handful of wandering destinies slowly begin to intersect. "
