Index,Speaker,Section,Scene,Category,Character,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
134,LIAM,Part One,1,Narration,,Oh. Caleb. Caleb Widogast. ,4,neutral,0.5996189,0.01975721,0.051010925,0.1714534,0.0031449911,0.5996189,0.017173467,0.13784109
135,MATT,Part One,1,Narration,,"All right. As your smaller friend curls awake, Sam, would you like to describe your character? ",4,neutral,0.74549145,0.03939285,0.07366002,0.117161535,0.0060216114,0.74549145,0.0073716375,0.010900838
136,SAM,Part One,1,Narration,,Yeah. Um. I am a little goblin girl. ,4,neutral,0.5330773,0.025726305,0.17714384,0.22633763,0.010370004,0.5330773,0.022967331,0.004377619
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
137,SAM,Part One,1,Sounds,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
138,SAM,Part One,1,Narration,,"I am a goblin. So, you know, the green skin, the green hair, the yellow eyes. And she wears not-great clothes, just like her traveling companion there. She hides in the shadows a lot, because she knows goblins aren't welcome in this part, and that's about it. I mean, she's a little skittish, and right now she's probably stirring awake as well, right? ",1,disgust,0.59397125,0.016286084,0.59397125,0.029666532,0.0029811885,0.33545956,0.016273959,0.005361427
139,MATT,Part One,1,Narration,,Well. What's your name? ,4,neutral,0.45703548,0.055180825,0.027609557,0.14697976,0.004213021,0.45703548,0.008687095,0.30029425
140,SAM,Part One,1,Narration,,Oh. Nott the Brave. ,4,neutral,0.90139806,0.006866558,0.0156611,0.04705083,0.0051522255,0.90139806,0.009612654,0.014258554
141,MATT,Part One,1,Narration,,"So Caleb, as you come to consciousness, you glance over and can see, slowly snoring and rousing at about the same time, Nott's eyes blink open, her slowly groaning face looking over towards you. ",1,disgust,0.54905766,0.010350634,0.54905766,0.11333458,0.0025749733,0.18327563,0.12940736,0.01199908
143,SAM,Part One,1,Out of Game,,"Oh yeah, motherfuckers. It's on.",1,disgust,0.47217092,0.47208843,0.47217092,0.008921243,0.003995524,0.020594137,0.014953598,0.0072762817
171,MATT,Part One,1,Narration,,"At this point, you notice the gentle smell of cooked meats and promises of mediocre porridge and eggs just barely begins to creep beneath the subtle floor of your room, meet your nostrils. ",1,disgust,0.63018095,0.005782653,0.63018095,0.010077602,0.014413002,0.32829222,0.0055206614,0.005732794
178,MATT,Part One,1,Narration,,"All right, so you prepare yourself with your mask set over? ",4,neutral,0.6201362,0.047217146,0.06655433,0.24233568,0.0064559164,0.6201362,0.011980615,0.005320165
179,SAM,Part One,1,Narration,,"Yes, yeah, so I have a half a mask that covers my goblin face, and with the hood over, kind of obscures. Maybe it's not a goblin, maybe it's a little halfling person or something. ",4,neutral,0.49665132,0.03225885,0.43401486,0.021544049,0.003005292,0.49665132,0.008225038,0.0043006553
180,MATT,Part One,1,Narration,,"Which is helpful. The southern, more rural region of the Empire, especially near Felderwin, which is one of the largest tilling and farming areas of the entire Empire, has a very heavy halfling population. And so while this city is not the core of it, you'd probably see a larger 20-25% of the population here in Trostenwald is halfling. ",4,neutral,0.94869566,0.004480782,0.025857583,0.0027486368,0.0057837977,0.94869566,0.003371859,0.009061649
181,MATT,Part One,1,Narration,,"So you pass off pretty decently as long as you keep away from discerning, intent eyes.",4,neutral,0.94890547,0.015345744,0.01929684,0.0019917814,0.008466328,0.94890547,0.0034803061,0.00251354
182,MATT,Part One,2,Narration,,"So the two of you manage to gather your things for the time being, wander down the stairs from the top floor down to the base of the tavern, which, the air is already bustling with townsfolk and all manner of travelers preparing to take on the day's responsibilities. Yorda, the 40-something woman barkeep with shoulder-length blonde hair and weathered skin that you previously rented your room at the inn from, frantically darts behind the bar while the red-headed barmaid rushes from table to table. It seems that the clientele is a bit more than they were expecting this morning. Yorda yells from behind the bar to the barkeep.",4,neutral,0.67058456,0.060486797,0.027863322,0.17412613,0.011466957,0.67058456,0.006740115,0.048732102
184,MATT,Part One,2,Narration,,She looks up.,4,neutral,0.9072667,0.0058876644,0.02809713,0.006867588,0.007362534,0.9072667,0.007994661,0.036523797
186,MATT,Part One,2,Narration,,And she runs over and heads back to the kitchen.,4,neutral,0.7635403,0.053096704,0.07770752,0.019577954,0.009587633,0.7635403,0.013173135,0.06331676
187,MATT,Part One,2,Narration,,"There's a faint bit of music as two slovenly-looking musicians in the corner are trying to work for tips with a small hat on the floor that it looks like nobody's thrown any coin into it. The tables are fairly busy, except for maybe two that appear to be available between the two of you guys, if you'd like to find a seat. ",4,neutral,0.64422154,0.012577873,0.27266198,0.03716409,0.0031654786,0.64422154,0.014305438,0.015903607
188,LIAM,Part One,2,Narration,,"Okay. Sure. Is that easy to do, find a seat? ",4,neutral,0.8098925,0.03934015,0.08213118,0.04390766,0.011778703,0.8098925,0.007917861,0.005031983
189,MATT,Part One,2,Narration,,"Yeah, you walk over to it, you sit down. ",4,neutral,0.70931756,0.055366434,0.14018795,0.068320185,0.012392611,0.70931756,0.009352873,0.0050624255
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
190,MATT,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
191,LIAM,Part One,2,Out of Game,,Is this how D&D works? ,4,neutral,0.7259806,0.041726585,0.05652059,0.070285745,0.002624119,0.7259806,0.0052854484,0.09757694
192,SAM,Part One,2,Out of Game,,What do we roll for? (laughter) ,4,neutral,0.8117076,0.049868293,0.05125416,0.04367891,0.03341726,0.8117076,0.0047808154,0.005292958
193,MATT,Part One,2,Narration,,"You sit down, and due to the chaos that ensues around you, it takes a little while for Adelaine, the red-headed barmaid, to come by, and she scoots by the table.",4,neutral,0.8792464,0.01895581,0.045209147,0.019383991,0.0080759805,0.8792464,0.019846886,0.009281712
199,MATT,Part One,2,Narration,,"And she rushes off, she pulls her hair back and ties it as she goes into the kitchen, getting ready for the midst of chaos. While you guys have a moment there at the table, you can hear conversation muttering around you, and you have a brief bit of privacy to discuss. ",4,neutral,0.6303527,0.061709266,0.20399429,0.08030404,0.0031420847,0.6303527,0.00789349,0.012604171
208,TRAVIS,Part One,2,Out of Game,,I love her. ,3,joy,0.90543073,0.032198697,0.016448837,0.0070145032,0.90543073,0.006777161,0.03094049,0.0011895802
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.57814527,0.08658676,0.19109651,0.034801535,0.0815255,0.57814527,0.024517478,0.0033269166
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
209,TRAVIS,Part One,2,Out of Game,,(laughter) ,4,neutral,0.5781452,0.08658675,0.1910965,0.034801528,0.0815255,0.5781452,0.02451748,0.0033269164
